Provinsi,Bahan Baku,Kelompok Kayu Bulat,Jenis Kayu Olahan,Produk Ekspor,Volume(m3)
Sumatera Utara,Kayu Tanaman,Rimba Campuran,Veneer,Furnitur Kayu,2207.36
Daerah Istimewa Yogyakarta,Kayu Tanaman,Hutan Tanaman Industri,Bare Core,Kerajinan,495.57
Jawa Barat,Kayu Tanaman,Hutan Tanaman Industri,Bare Core,Kerajinan,0.0
Bali,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Kerajinan,101.22
Jawa Barat,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Kerajinan,223.0
Jawa Timur,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Kerajinan,8399.45
Riau,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Kerajinan,1846419.01
Jawa Tengah,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Kerajinan,0.0
Aceh,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,0.0
Banten,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,612.48
Maluku Utara,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,406.37
Kepulauan Riau,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,0.0
Kalimantan Tengah,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,10521.07
Sulawesi Tengah,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,1528.18
Sulawesi Tenggara,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,712.94
Banten,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,2471.78
Riau,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,8450.87
Kalimantan Barat,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,1014.13
Jawa Timur,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,88453.35
Kalimantan Utara,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,1907.7
Kepulauan Riau,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Kerajinan,69.35
Jawa Tengah,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,72009.7
Daerah Istimewa Yogyakarta,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,0.0
Kalimantan Timur,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,20688.24
Jawa Tengah,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,76999.2
Jawa Tengah,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,91121.98
Nusa Tenggara Barat,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,254.61
Sumatera Selatan,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,1466.29
Kalimantan Selatan,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,35431.52
Jawa Tengah,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,100286.63
Sumatera Selatan,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,1051.06
Jambi,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,12407.06
Sumatera Selatan,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Kerajinan,2908.87
Bali,Kayu Tanaman,Hutan Tanaman Industri,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Kerajinan,92.4
Daerah Istimewa Yogyakarta,Kayu Tanaman,Jenis Kayu Lainnya,Bare Core,Kerajinan,966.42
Jawa Barat,Kayu Tanaman,Jenis Kayu Lainnya,Blockboard,Kerajinan,336.25
Maluku,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Gergajian,Kerajinan,567.83
Jawa Tengah,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Gergajian,Kerajinan,55320.03
Sumatera Selatan,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Gergajian,Kerajinan,2075.51
Lampung,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Gergajian,Kerajinan,5126.2
Kepulauan Riau,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Gergajian,Kerajinan,134.8
Kalimantan Selatan,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Kerajinan,27983.28
Daerah Istimewa Yogyakarta,Kayu Tanaman,Kayu Eboni,Bare Core,Kerajinan,195.16
Kalimantan Tengah,Kayu Tanaman,Kayu Eboni,Chipwood,Kerajinan,81103.78
Jambi,Kayu Tanaman,Kayu Eboni,Kayu Lapis dan LVL,Kerajinan,0.0
Sumatera Utara,Kayu Tanaman,Kayu Eboni,Kayu Lapis dan LVL,Kerajinan,5899.85
Kalimantan Selatan,Kayu Tanaman,Kayu Eboni,Kayu Lapis dan LVL,Kerajinan,34714.36
Kalimantan Utara,Kayu Tanaman,Kayu Eboni,Kayu Lapis dan LVL,Kerajinan,12236.37
Riau,Kayu Tanaman,Kayu Eboni,Wood Pellet,Kerajinan,0.0
Jawa Timur,Kayu Tanaman,Kayu Indah,Bare Core,Kerajinan,7116.78
Jawa Tengah,Kayu Tanaman,Kayu Indah,Blockboard,Kerajinan,10298.08
Jawa Timur,Kayu Tanaman,Kayu Indah,Blockboard,Kerajinan,8312.78
Riau,Kayu Tanaman,Kayu Indah,Chipwood,Kerajinan,1386062.81
Papua Barat,Kayu Tanaman,Kayu Indah,Kayu Gergajian,Kerajinan,8287.24
Maluku Utara,Kayu Tanaman,Kayu Indah,Kayu Gergajian,Kerajinan,194.9
Sumatera Selatan,Kayu Tanaman,Kayu Indah,Kayu Gergajian,Kerajinan,1952.35
Jawa Tengah,Kayu Tanaman,Kelompok Meranti,Bare Core,Kerajinan,6633.28
Sumatera Utara,Kayu Tanaman,Kelompok Meranti,Chipwood,Kerajinan,0.0
Papua,Kayu Tanaman,Kelompok Meranti,Chipwood,Kerajinan,0.0
Papua Barat,Kayu Tanaman,Kelompok Meranti,Chipwood,Kerajinan,2927.83
Sumatera Barat,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Kerajinan,1040.76
Jawa Tengah,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Kerajinan,94802.26
Sulawesi Tengah,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Kerajinan,0.0
Daerah Istimewa Yogyakarta,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Kerajinan,0.0
Maluku,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Kerajinan,646.19
Banten,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Kerajinan,8850.28
Kalimantan Timur,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Kerajinan,29132.12
Riau,Kayu Tanaman,Kelompok Meranti,Wood Pellet,Kerajinan,2207.89
Riau,Kayu Tanaman,Kelompok Meranti,Wood Pellet,Kerajinan,665.93
Jambi,Kayu Tanaman,Rimba Campuran,Bare Core,Kerajinan,0.0
Jawa Barat,Kayu Tanaman,Rimba Campuran,Bare Core,Kerajinan,110.25
Jambi,Kayu Tanaman,Rimba Campuran,Blockboard,Kerajinan,0.0
Daerah Istimewa Yogyakarta,Kayu Tanaman,Rimba Campuran,Blockboard,Kerajinan,0.0
Kalimantan Tengah,Kayu Tanaman,Rimba Campuran,Chipwood,Kerajinan,88638.23
Papua,Kayu Tanaman,Rimba Campuran,Chipwood,Kerajinan,0.0
Sumatera Selatan,Kayu Tanaman,Rimba Campuran,Chipwood,Kerajinan,822850.0
Jawa Barat,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Kerajinan,0.0
Papua,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Kerajinan,0.0
Jawa Tengah,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Kerajinan,46525.12
Jambi,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Kerajinan,4195.43
Papua,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Kerajinan,9420.04
Sulawesi Tengah,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Kerajinan,969.17
DKI Jakarta,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Kerajinan,121.1
Papua,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Kerajinan,9371.16
Jawa Tengah,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Kerajinan,108461.03
Jawa Barat,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Kerajinan,3738.01
Sumatera Selatan,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Kerajinan,1967.79
Lampung,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Kerajinan,1367.57
Riau,Kayu Tanaman,Rimba Campuran,Wood Pellet,Kerajinan,1640.66
Bali,Kayu Tanaman,Hutan Tanaman Industri,Bare Core,Panel,62.5
Jawa Timur,Kayu Tanaman,Hutan Tanaman Industri,Bare Core,Panel,5526.77
Jawa Timur,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Panel,0.0
Jawa Barat,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Panel,963.94
Bali,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Panel,141.46
Jawa Tengah,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Panel,8599.7
Jawa Tengah,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Panel,8642.2
Jawa Timur,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Panel,9136.98
Sumatera Utara,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Panel,99556.13
Kalimantan Tengah,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Panel,0.0
Kalimantan Tengah,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Panel,0.0
Lampung,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Panel,8499.82
Sumatera Selatan,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Panel,875330.86
Sumatera Utara,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Panel,109239.18
Sumatera Utara,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Panel,127972.48
Jawa Tengah,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Panel,0.0
Kalimantan Tengah,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Panel,41791.26
Sumatera Selatan,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Panel,920611.11
Sumatera Selatan,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Panel,951833.04
Papua,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,9351.92
Kalimantan Tengah,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,5385.25
Aceh,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,0.0
Papua,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,0.0
Lampung,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,5067.37
Sulawesi Tenggara,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,1372.27
Kalimantan Selatan,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,5442.3
Jawa Tengah,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,46266.16
Kalimantan Utara,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,1848.24
Aceh,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,75.87
Kalimantan Utara,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,3522.71
Sumatera Utara,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,21725.33
Jawa Tengah,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,61093.43
Papua,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Panel,9052.3
Riau,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,2940.19
Kalimantan Selatan,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,0.0
Kalimantan Barat,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,0.0
Jawa Tengah,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,101289.24
Bali,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,176.11
Banten,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,18481.64
Banten,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,16367.28
Papua,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Panel,22513.64
Bali,Kayu Tanaman,Hutan Tanaman Industri,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Panel,39.02
Sumatera Selatan,Kayu Tanaman,Hutan Tanaman Industri,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Panel,502.7
Jawa Timur,Kayu Tanaman,Hutan Tanaman Industri,Moulding,Panel,408.91
Jawa Timur,Kayu Tanaman,Hutan Tanaman Industri,Moulding,Panel,0.0
Jawa Tengah,Kayu Tanaman,Hutan Tanaman Industri,Particle Board,Panel,0.0
Jambi,Kayu Tanaman,Hutan Tanaman Industri,Pulp,Panel,0.0
Riau,Kayu Tanaman,Hutan Tanaman Industri,Pulp,Panel,361321.72
Sumatera Utara,Kayu Tanaman,Hutan Tanaman Industri,Pulp,Panel,17864.65
Sumatera Selatan,Kayu Tanaman,Hutan Tanaman Industri,Pulp,Panel,258772.59
Sumatera Selatan,Kayu Tanaman,Hutan Tanaman Industri,Pulp,Panel,180565.98
Lampung,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,0.0
Banten,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,234.11
Banten,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,142.33
Banten,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,192.24
Kalimantan Utara,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,444.29
Jawa Timur,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,35499.33
Sulawesi Selatan,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,4152.24
Kalimantan Utara,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,162.73
Aceh,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,255.2
Kalimantan Utara,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,167.49
Kalimantan Utara,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,89.72
Jambi,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,3973.65
Kalimantan Tengah,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,2702.61
Papua Barat,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,2386.8
Jawa Barat,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,3399.88
Kalimantan Tengah,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,2584.87
Papua Barat,Kayu Tanaman,Hutan Tanaman Industri,Veneer,Panel,1814.71
Jawa Tengah,Kayu Tanaman,Jenis Kayu Lainnya,Bare Core,Panel,8617.5
Jawa Barat,Kayu Tanaman,Jenis Kayu Lainnya,Blockboard,Panel,86.83
Jawa Barat,Kayu Tanaman,Jenis Kayu Lainnya,Blockboard,Panel,0.0
Kalimantan Tengah,Kayu Tanaman,Jenis Kayu Lainnya,Chipwood,Panel,60364.92
Riau,Kayu Tanaman,Jenis Kayu Lainnya,Chipwood,Panel,1892517.71
Kalimantan Tengah,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Gergajian,Panel,0.0
Aceh,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Gergajian,Panel,0.0
Sulawesi Tengah,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Gergajian,Panel,0.0
Jawa Tengah,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Gergajian,Panel,41942.47
Maluku,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Gergajian,Panel,339.43
Banten,Kayu Tanaman,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Panel,8600.38
Jawa Timur,Kayu Tanaman,Jenis Kayu Lainnya,Particle Board,Panel,0.0
Jawa Timur,Kayu Tanaman,Jenis Kayu Lainnya,Veneer,Panel,55679.76
Kalimantan Utara,Kayu Tanaman,Jenis Kayu Lainnya,Veneer,Panel,420.63
Papua Barat,Kayu Tanaman,Jenis Kayu Lainnya,Veneer,Panel,1047.4
Bali,Kayu Tanaman,Kayu Eboni,Bare Core,Panel,82.98
Jambi,Kayu Tanaman,Kayu Eboni,Bare Core,Panel,0.0
Jawa Barat,Kayu Tanaman,Kayu Eboni,Bare Core,Panel,131.29
Kalimantan Utara,Kayu Tanaman,Kayu Eboni,Kayu Gergajian,Panel,536.63
Gorontalo,Kayu Tanaman,Kayu Eboni,Kayu Gergajian,Panel,11.58
Kepulauan Riau,Kayu Tanaman,Kayu Eboni,Kayu Gergajian,Panel,80.91
Jawa Timur,Kayu Tanaman,Kayu Eboni,Kayu Lapis dan LVL,Panel,0.0
Lampung,Kayu Tanaman,Kayu Eboni,Kayu Lapis dan LVL,Panel,3104.32
Jawa Timur,Kayu Tanaman,Kayu Eboni,Kayu Lapis dan LVL,Panel,179797.06
Lampung,Kayu Tanaman,Kayu Eboni,Kayu Lapis dan LVL,Panel,1859.59
Kalimantan Timur,Kayu Tanaman,Kayu Eboni,Veneer,Panel,3957.77
Papua Barat,Kayu Tanaman,Kayu Eboni,Veneer,Panel,1339.92
Daerah Istimewa Yogyakarta,Kayu Tanaman,Kayu Indah,Bare Core,Panel,0.0
Kalimantan Selatan,Kayu Tanaman,Kayu Indah,Bare Core,Panel,263.18
Daerah Istimewa Yogyakarta,Kayu Tanaman,Kayu Indah,Blockboard,Panel,0.0
Kalimantan Selatan,Kayu Tanaman,Kayu Indah,Kayu Gergajian,Panel,7506.12
Banten,Kayu Tanaman,Kayu Indah,Kayu Gergajian,Panel,803.88
Kalimantan Tengah,Kayu Tanaman,Kayu Indah,Kayu Gergajian,Panel,4932.02
DKI Jakarta,Kayu Tanaman,Kayu Indah,Kayu Gergajian,Panel,0.0
Maluku Utara,Kayu Tanaman,Kayu Indah,Kayu Gergajian,Panel,498.93
Kalimantan Timur,Kayu Tanaman,Kayu Indah,Kayu Gergajian,Panel,5542.85
Bali,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Panel,297.5
Papua,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Panel,12887.01
Kalimantan Selatan,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Panel,43835.94
Sulawesi Selatan,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Panel,7275.73
Sumatera Utara,Kayu Tanaman,Kayu Indah,Kayu Lapis dan LVL,Panel,1205.04
Jawa Barat,Kayu Tanaman,Kayu Indah,Veneer,Panel,2921.22
Aceh,Kayu Tanaman,Kayu Indah,Veneer,Panel,458.52
Bali,Kayu Tanaman,Kayu Indah,Veneer,Panel,184.3
Jawa Timur,Kayu Tanaman,Kelompok Meranti,Bare Core,Panel,7232.05
Jawa Barat,Kayu Tanaman,Kelompok Meranti,Bare Core,Panel,0.0
Riau,Kayu Tanaman,Kelompok Meranti,Blockboard,Panel,0.0
Riau,Kayu Tanaman,Kelompok Meranti,Chipwood,Panel,1858286.62
Kalimantan Timur,Kayu Tanaman,Kelompok Meranti,Chipwood,Panel,43212.42
Kalimantan Timur,Kayu Tanaman,Kelompok Meranti,Chipwood,Panel,1.52
Kalimantan Timur,Kayu Tanaman,Kelompok Meranti,Chipwood,Panel,0.0
Riau,Kayu Tanaman,Kelompok Meranti,Chipwood,Panel,1641990.01
Papua,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,0.0
Kepulauan Riau,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,73.22
Sumatera Utara,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,22891.14
Jawa Tengah,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,48048.17
Gorontalo,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,101.52
Lampung,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,5253.55
Kalimantan Barat,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,598.12
Jawa Tengah,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,48802.81
Jawa Barat,Kayu Tanaman,Kelompok Meranti,Kayu Gergajian,Panel,3520.61
Sumatera Selatan,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Panel,0.0
Bali,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Panel,197.0
Papua,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Panel,3331.27
Jambi,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Panel,10469.15
Bali,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Panel,627.63
Jawa Tengah,Kayu Tanaman,Kelompok Meranti,Kayu Lapis dan LVL,Panel,99285.54
Bali,Kayu Tanaman,Kelompok Meranti,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Panel,39.44
Jawa Timur,Kayu Tanaman,Kelompok Meranti,Particle Board,Panel,696.31
Banten,Kayu Tanaman,Kelompok Meranti,Veneer,Panel,173.14
Kalimantan Tengah,Kayu Tanaman,Kelompok Meranti,Veneer,Panel,2634.99
Kalimantan Tengah,Kayu Tanaman,Kelompok Meranti,Veneer,Panel,2927.16
Sumatera Utara,Kayu Tanaman,Kelompok Meranti,Veneer,Panel,2990.02
Kalimantan Tengah,Kayu Tanaman,Kelompok Meranti,Veneer,Panel,2335.4
Jawa Tengah,Kayu Tanaman,Rimba Campuran,Bare Core,Panel,8883.59
Jawa Timur,Kayu Tanaman,Rimba Campuran,Bare Core,Panel,2372.62
Jawa Tengah,Kayu Tanaman,Rimba Campuran,Blockboard,Panel,0.0
Daerah Istimewa Yogyakarta,Kayu Tanaman,Rimba Campuran,Blockboard,Panel,0.0
Sumatera Utara,Kayu Tanaman,Rimba Campuran,Chipwood,Panel,0.0
Lampung,Kayu Tanaman,Rimba Campuran,Chipwood,Panel,11362.04
Jawa Barat,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,778.13
Kalimantan Selatan,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,4446.68
Kalimantan Tengah,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,6478.93
Kalimantan Utara,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,746.75
Jambi,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,3387.02
Kepulauan Riau,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,0.0
Kepulauan Riau,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,61.84
Sulawesi Tengah,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,3545.96
Daerah Istimewa Yogyakarta,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,366.92
Sulawesi Tengah,Kayu Tanaman,Rimba Campuran,Kayu Gergajian,Panel,1884.29
Jawa Barat,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Panel,0.0
Jawa Tengah,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Panel,0.0
Bali,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Panel,224.96
Papua,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Panel,11334.22
Jawa Tengah,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Panel,82509.28
Sulawesi Tengah,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Panel,0.0
Nusa Tenggara Barat,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Panel,29.08
Sumatera Selatan,Kayu Tanaman,Rimba Campuran,Kayu Lapis dan LVL,Panel,2883.61
Jawa Timur,Kayu Tanaman,Rimba Campuran,Moulding,Panel,0.0
Kalimantan Barat,Kayu Tanaman,Rimba Campuran,Veneer,Panel,0.0
Kalimantan Utara,Kayu Tanaman,Rimba Campuran,Veneer,Panel,0.0
Kalimantan Selatan,Kayu Tanaman,Rimba Campuran,Veneer,Panel,0.0
Lampung,Kayu Tanaman,Rimba Campuran,Veneer,Panel,2964.65
Sulawesi Tengah,Kayu Tanaman,Rimba Campuran,Veneer,Panel,151.84
Riau,Kayu Tanaman,Rimba Campuran,Veneer,Panel,630.98
Kalimantan Selatan,Kayu Tanaman,Hutan Tanaman Industri,Bare Core,Paper,287.59
Jawa Tengah,Kayu Tanaman,Hutan Tanaman Industri,Bare Core,Paper,11177.21
Riau,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Paper,0.0
Bali,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Paper,0.0
Riau,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Paper,0.0
Jawa Timur,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Paper,1540.4
Jawa Barat,Kayu Tanaman,Hutan Tanaman Industri,Blockboard,Paper,1820.01
Riau,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Paper,1873044.14
Kalimantan Timur,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Paper,632.43
Jambi,Kayu Tanaman,Hutan Tanaman Industri,Chipwood,Paper,78355.06
Aceh,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,0.0
Sulawesi Tengah,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,0.0
Sulawesi Tengah,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,0.0
Kalimantan Timur,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,6273.39
Kalimantan Barat,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,159.91
Bali,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,177.29
DKI Jakarta,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,0.0
Papua,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,11923.03
Lampung,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,7249.61
Jawa Barat,Kayu Tanaman,Hutan Tanaman Industri,Kayu Gergajian,Paper,1592.82
Papua,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Paper,2734.93
Banten,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Paper,6073.12
Kalimantan Selatan,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Paper,0.0
Riau,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Paper,0.0
Bali,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Paper,199.06
Sulawesi Selatan,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Paper,4025.41
Banten,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Paper,10698.25
Jawa Barat,Kayu Tanaman,Hutan Tanaman Industri,Kayu Lapis dan LVL,Paper,4505.55
